ID,year,债权融资额度,债权融资成本,股权融资额度,股权融资成本,内部融资和贸易融资额度,内部融资和贸易融资成本,项目融资和政策融资额度,项目融资和政策融资成本
5978666,2015,0,0,84456,3378.24,0,0,0,0
5978667,2015,0,0,0,0,0,0,2944.8,176.688
5978668,2015,23904,1912.32,0,0,0,0,0,0
5978670,2015,NA,396,0,0,0,0,0,0
5978671,2015,0,0,0,0,68890.5,4133.43,0,0
5978672,2015,0,0,0,0,212562,12753.72,0,0
5978674,2015,0,0,0,0,10368,622.08,0,0
5978675,2015,6872,549.76,0,0,0,0,0,0
5978676,2015,0,0,0,0,0,0,374.4,22.464
5978677,2015,20340,1627.2,0,0,0,0,0,0
5978678,2015,0,0,0,0,13824,829.44,0,0
5978679,2015,0,0,61.2,2.448,0,0,0,0
5978680,2015,0,0,6283.2,251.328,0,0,0,0
5978681,2015,0,0,0,0,73470.6,4408.236,0,0
5978682,2015,3388,271.04,0,0,0,0,0,0
5978683,2015,55496,4439.68,0,0,0,0,0,0
5978686,2015,0,0,0,0,0,0,793,47.58
5978687,2015,0,0,0,0,63655.2,NA,0,0
5978688,2015,0,0,0,0,29332.8,1759.968,0,0
5978689,2015,0,0,0,0,32734.8,1964.088,0,0
5978690,2015,0,0,0,0,62568,3754.08,0,0
5978693,2015,0,0,18010.4,720.416,0,0,0,0
5978694,2015,0,0,18393.6,735.744,0,0,0,NA
5978695,2015,0,0,0,0,0,0,1410,84.6
5978696,2015,0,0,0,0,26611.2,1596.672,0,0
5978698,2015,12376,990.08,0,0,0,0,0,0
5978699,2015,0,0,0,0,0,0,1528.8,91.728
5978700,2015,0,0,0,0,18792,1127.52,0,0
5978701,2015,0,0,815.04,32.6016,0,0,0,0
5978702,2015,0,0,0,0,141840,8510.4,0,0
5978703,2015,0,0,30641.52,1225.6608,0,0,0,0
5978704,2015,0,0,7102.08,284.0832,0,0,0,0
5978705,2015,0,0,0,0,31852.8,1911.168,0,0
5978706,2015,0,0,0,0,0,0,3628,217.68
5978708,2015,0,0,0,0,0,0,472.8,28.368
5978709,2015,0,NA,0,0,134852.4,8091.144,0,0
5978710,2015,58175,4654,0,0,0,0,0,0
5978711,2015,7040,563.2,0,0,0,0,0,0
5978712,2015,0,0,0,0,24948,1496.88,0,0
5978713,2015,50710,4056.8,0,0,0,0,0,0
5978714,2015,3600,288,0,0,0,0,0,0
5978716,2015,2565,205.2,0,0,0,0,0,0
5978717,2015,0,0,0,0,0,0,9537,572.22
5978718,2015,0,0,0,0,0,0,3297,197.82
5978719,2015,12390,991.2,0,0,0,0,0,0
5978720,2015,0,0,0,0,0,0,163.2,9.792
5978721,2015,0,0,355.18,14.2072,0,0,0,0
5978722,2015,12350,988,0,0,0,0,0,0
5978723,2015,0,0,16558,662.32,0,0,0,0
5978724,2015,0,0,8036.4,321.456,0,0,0,0
5978725,2015,2781,222.48,0,0,0,0,0,0
5978727,2015,0,0,0,0,268200,16092,0,0
5978728,2015,0,0,1533.6,61.344,0,0,0,0
5978729,2015,0,NA,0,0,218673,13120.38,0,0
5978730,2015,0,0,0,0,0,0,2820,169.2
5978731,2015,0,0,0,0,0,0,784.8,47.088
5978732,2015,840,67.2,0,0,0,0,0,0
5978734,2015,0,0,0,0,25989.6,1559.376,0,0
5978735,2015,0,0,0,0,0,0,9800,588
5978736,2015,0,0,106912,4276.48,0,0,0,0
5978737,2015,13632,1090.56,0,0,0,0,0,0
5978738,2015,165,13.2,0,0,0,0,0,0
5978739,2015,0,0,24203.4,968.136,0,0,0,0
5978741,2015,0,0,1505.52,60.2208,0,0,NA,0
5978742,2015,0,0,15526.7,621.068,0,0,0,0
5978743,2015,0,0,7902.72,316.1088,0,0,0,0
5978744,2015,0,0,0,0,0,0,1085.5,65.13
5978745,2015,0,0,0,0,0,0,5985,359.1
5978746,2015,8415,673.2,0,0,0,0,0,0
5978751,2015,0,0,187.2,7.488,0,0,0,0
5978753,2015,0,0,9609.6,384.384,0,0,0,0
5978754,2015,0,0,0,0,13608,816.48,0,0
5978755,2015,0,0,25177.68,1007.1072,0,0,0,0
5978756,2015,0,0,0,0,0,NA,1450.8,87.048
5978757,2015,0,0,0,0,3190.5,191.43,0,0
5978758,2015,10890,871.2,0,0,0,0,0,0
5978759,2015,0,0,0,0,0,0,126.4,7.584
5978760,2015,3924,313.92,0,0,0,0,0,0
5978761,2015,8415,673.2,0,0,0,0,0,0
5978763,2015,0,0,0,0,15228,913.68,0,0
5978764,2015,0,0,477.36,19.0944,0,0,0,0
5978765,2015,0,0,1038.24,41.5296,0,0,0,0
5978767,2015,0,0,0,0,36078,2164.68,0,0
5978768,2015,0,0,0,0,0,0,674.4,40.464
5978769,2015,1950,156,0,0,0,NA,0,0
5978770,2015,0,0,610.56,24.4224,0,0,0,0
5978771,2015,0,0,0,0,0,0,3078,184.68
5978774,2015,0,0,0,0,0,0,598.5,35.91
5978775,2015,0,0,0,0,86976,5218.56,0,0
5978778,2015,0,0,0,0,0,0,3776,226.56
5978781,2015,0,0,9684,387.36,0,0,0,0
5978785,2015,0,0,3952,158.08,0,0,0,0
5978786,2015,0,0,0,0,42048,2522.88,0,0
5978787,2015,6980,558.4,0,0,0,0,0,0
5978788,2015,0,0,1915.68,76.6272,0,0,0,0
5978790,2015,0,0,0,0,12225.6,733.536,0,0
5978791,2015,0,0,1130.04,45.2016,0,0,0,0
5978793,2015,0,0,0,0,0,0,1670.4,100.224
5978794,2015,0,0,2849.28,113.9712,0,0,0,0
5978796,2015,0,0,0,0,0,0,4410,264.6
5978797,2015,0,0,4017.6,160.704,0,0,0,0
5978798,2015,0,0,1648.4,65.936,0,0,0,0
5978801,2015,41220,3297.6,0,0,0,0,0,0
5978802,2015,0,0,0,0,31634.4,1898.064,0,0
5978804,2015,0,0,0,0,0,0,20514,1230.84
5978805,2015,2376,190.08,0,0,0,0,0,0
5978806,2015,5512,440.96,0,0,0,0,0,0
5978808,2015,0,0,0,0,41468.7,2488.122,0,0
5978809,2015,0,0,0,0,0,0,159.2,9.552
5978810,2015,15984,1278.72,0,0,0,NA,0,0
5978811,2015,14310,1144.8,0,0,0,0,0,0
5978812,2015,3416,273.28,0,0,0,0,0,0
5978813,2015,0,0,0,0,0,0,13104,786.24
5978814,2015,0,0,0,0,0,0,760.8,45.648
5978815,2015,0,0,54270,2170.8,0,0,0,0
5978816,2015,0,0,13353.6,534.144,0,0,0,0
5978817,2015,0,0,0,0,0,0,15192,911.52
5978818,2015,0,0,0,0,77322,4639.32,0,0
5978819,2015,0,NA,0,0,639,38.34,0,0
5978820,2015,0,0,987,39.48,0,0,0,0
5978822,2015,11340,907.2,0,0,0,0,0,0
5978823,2015,0,0,0,0,82882.8,4972.968,0,0
5978824,2015,4164,333.12,0,0,0,0,0,0
5978825,2015,0,NA,0,0,33129.6,1987.776,0,0
5978827,2015,0,0,6768,270.72,0,0,0,0
5978828,2015,0,0,6683.04,267.3216,0,0,0,0
5978829,2015,0,0,13080,523.2,0,0,0,0
5978830,2015,2784,222.72,0,0,0,0,0,0
5978831,2015,0,NA,0,0,40278,2416.68,0,0
5978832,2015,0,0,50.64,2.0256,0,0,0,0
5978834,2015,0,0,4636.8,185.472,0,0,0,0
5978835,2015,0,0,0,0,0,0,14630,877.8
5978836,2015,0,0,3175.92,127.0368,0,0,0,0
5978838,2015,0,0,0,0,139.2,8.352,0,0
5978839,2015,0,0,0,0,74250,4455,0,0
5978840,2015,0,0,0,0,20584.8,1235.088,0,0
5978842,2015,0,0,0,0,157248,9434.88,0,0
5978843,2015,5142,411.36,0,0,0,0,0,0
5978844,NA,411,32.88,0,0,0,0,0,0
5978845,2015,5697,455.76,0,0,0,0,0,0
5978846,2015,0,0,0,0,0,0,198.6,11.916
5978848,2015,0,0,0,0,0,0,2198.4,131.904
5978850,2015,0,0,0,0,0,0,12690,761.4
5978851,2015,6188,495.04,0,0,0,0,0,0
5978852,2015,0,0,0,0,19488,1169.28,0,0
5978853,2015,18348,1467.84,0,0,0,0,0,0
5978854,2015,0,0,0,0,0,0,496.8,29.808
5978856,2015,0,0,28363.5,1134.54,0,0,0,0
5978857,2015,0,0,685.44,27.4176,0,0,0,0
5978858,2015,0,0,60403.2,2416.128,0,0,0,0
5978860,2015,540,43.2,0,0,0,0,0,0
5978861,2015,0,0,0,0,203205.6,12192.336,0,0
5978862,2015,20376,1630.08,0,0,0,NA,0,0
5978863,2015,0,0,0,0,0,0,240,14.4
5978864,2015,4576,366.08,0,0,0,0,0,0
5978866,2015,2457,196.56,0,0,0,0,0,0
5978867,2015,NA,0,0,0,0,0,1431,85.86
5978869,2015,0,0,1584.8,63.392,0,0,0,0
5978871,2015,0,0,0,0,6548.4,392.904,0,0
5978872,2015,0,0,0,0,0,NA,156,9.36
5978873,2015,6944,555.52,0,0,0,0,0,0
5978874,2015,0,0,0,0,0,0,1908,114.48
5978875,2015,0,0,0,0,26928,1615.68,0,0
5978876,2015,0,0,0,0,0,0,672,40.32
5978878,2015,0,0,0,NA,0,0,1534,92.04
5978879,2015,0,0,2462.4,98.496,0,0,0,0
5978880,2015,0,0,106288,4251.52,0,0,0,0
5978881,2015,0,0,25228.8,1009.152,0,0,0,0
5978882,2015,0,0,0,0,0,0,281.4,16.884
5978883,2015,0,0,11404.8,456.192,0,0,0,0
5978885,2015,0,0,0,0,0,0,12870,772.2
5978887,2015,0,0,0,0,0,0,54.1,3.246
5978888,2015,0,0,0,0,0,0,2244,134.64
5978889,2015,0,0,19555.2,782.208,0,0,0,0
5978890,2015,0,0,0,0,1371,82.26,0,0
5978891,2015,17472,1397.76,0,0,0,0,0,0
5978892,2015,0,0,864,34.56,0,0,0,0
5978893,2015,0,0,0,0,24336,1460.16,0,0
5978895,2015,50492,4039.36,0,0,0,0,0,0
5978896,2015,0,0,0,0,5274,316.44,0,0
5978897,2015,0,0,2136.4,85.456,0,0,0,0
5978898,2015,0,0,0,0,0,0,4040,242.4
5978899,2015,0,0,0,0,39024,2341.44,0,0
5978900,2015,0,0,22017.6,880.704,0,0,0,0
5978902,2015,0,0,NA,0,0,0,1970.8,118.248
5978903,2015,0,0,9016,360.64,0,0,0,0
5978904,2015,0,0,7702.24,308.0896,0,0,0,0
5978906,2015,0,0,44856,1794.24,0,0,0,0
5978907,2015,0,0,0,0,27084,1625.04,0,0
5978908,2015,0,0,0,0,0,NA,1908,114.48
5978909,2015,0,0,0,0,0,0,580.8,34.848
5978910,2015,0,0,1463.28,58.5312,0,0,0,0
5978911,2015,0,0,0,0,10497.6,629.856,0,0
5978912,2015,13650,1092,0,0,0,0,0,0
5978914,2015,15582,1246.56,0,0,0,0,0,0
5978915,2015,2625,210,0,0,0,0,0,0
5978916,2015,2420,193.6,0,0,0,0,0,0
5978917,2015,3308,264.64,0,0,0,0,0,0
5978918,2015,0,0,15447,617.88,0,0,0,0
5978919,2015,17028,1362.24,0,0,0,0,0,0
5978920,2015,0,0,0,0,0,0,2662,159.72
5978922,2015,0,0,44375.04,1775.0016,0,0,0,0
5978923,2015,0,0,0,0,0,0,4769.6,286.176
5978924,2015,0,0,0,0,0,0,88,5.28
5978925,2015,0,0,0,0,727200,43632,0,0
5978926,2015,0,0,0,0,353232,21193.92,0,0
5978927,2015,0,0,0,0,4071.6,244.296,0,0
5978930,2015,8775,702,0,0,0,0,0,0
5978931,2015,0,0,0,0,89775,5386.5,0,0
5978933,2015,0,NA,0,0,32413.5,1944.81,0,0
5978934,2015,0,0,0,0,0,0,4090.5,245.43
5978935,2015,3135,250.8,0,0,0,0,0,0
5978936,2015,0,0,0,0,1825.2,109.512,0,0
5978937,2015,0,0,0,0,372268.8,22336.128,0,0
5978938,2015,0,0,1765.44,70.6176,0,0,0,0
5978939,2015,0,0,0,0,0,0,48,2.88
5978940,2015,0,0,8212.8,328.512,0,0,0,0
5978941,2015,0,0,87264,3490.56,0,0,0,0
5978942,2015,0,0,0,0,0,0,4360.5,261.63
5978943,2015,9000,720,0,0,0,0,0,0
5978944,2015,0,0,0,0,175770,10546.2,0,0
5978945,2015,0,0,54488,2179.52,0,0,0,0
5978946,2015,0,0,0,0,7514.4,450.864,0,0
5978947,2015,0,0,0,0,0,0,4162.5,249.75
5978948,2015,0,0,0,0,23296.8,1397.808,0,0
5978949,2015,0,0,0,0,71064,4263.84,0,0
5978950,2015,0,0,0,0,0,0,482,28.92
5978951,2015,0,0,45612.16,1824.4864,0,0,0,0
5978952,2015,27300,2184,0,0,0,0,0,0
5978954,2015,0,0,0,0,6501.6,390.096,0,0
5978955,2015,0,0,46.2,1.848,0,0,0,0
5978956,2015,0,0,70.68,2.8272,0,0,0,0
5978958,2015,0,0,0,0,0,0,4980,298.8
5978959,2015,0,0,0,0,0,0,9876,592.56
5978960,2015,7032,562.56,0,0,0,0,0,0
5978961,2015,0,0,0,0,12744,764.64,0,0
5978962,2015,3560,284.8,0,0,0,0,0,0
5978963,2015,0,0,18739.2,749.568,0,0,0,0
5978964,2015,0,0,0,0,0,0,175.6,10.536
5978965,2015,0,0,96714,3868.56,0,0,0,0
5978966,2015,3120,249.6,0,0,0,0,0,0
5978967,2015,0,0,0,0,18144,1088.64,0,0
5978968,2015,0,0,0,0,0,0,1550.4,93.024
5978970,2015,0,0,4334.4,173.376,0,0,0,0
5978971,2015,6886,550.88,0,0,0,0,0,0
5978972,2015,0,0,81275.04,3251.0016,0,0,0,0
5978973,2015,0,0,7452,298.08,0,0,0,0
5978974,2015,0,0,2820.8,112.832,0,0,0,0
5978975,2015,0,0,0,0,0,0,6925.5,415.53
5978977,2015,0,0,270.72,10.8288,0,0,0,0
5978978,2015,0,0,0,0,4050,243,0,0
5978979,2015,0,0,0,0,0,0,6523.2,391.392
5978980,2015,1632,130.56,0,0,0,0,0,0
5978981,2015,0,0,0,0,0,0,5166,309.96
5978982,2015,0,0,6966,278.64,0,0,0,0
5978983,2015,2409,192.72,0,0,0,0,0,0
5978984,2015,0,0,0,0,29274,1756.44,0,0
5978985,2015,0,0,0,0,0,0,823.5,49.41
5978986,2015,0,0,0,0,36012.6,2160.756,0,0
5978988,2015,0,0,0,0,0,0,853.2,51.192
5978989,2015,0,0,0,0,0,0,24775,1486.5
5978990,2015,0,0,0,0,0,0,10602,636.12
5978991,2015,0,0,0,0,0,0,108,6.48
5978992,2015,25172,2013.76,0,0,0,0,0,0
5978993,2015,0,NA,1977.6,79.104,0,0,0,0
5978994,2015,0,NA,0,0,0,0,15730,943.8
5978995,2015,18864,1509.12,0,0,0,0,0,0
5978996,2015,0,0,0,0,104889.6,6293.376,0,0
5978998,2015,0,0,6680.4,267.216,0,0,0,0
5978999,2015,1376,110.08,0,0,0,0,0,0
5979001,2015,0,0,0,0,0,0,6825,409.5
5979002,2015,0,0,37601.28,1504.0512,0,0,0,0
5979003,2015,7740,619.2,0,0,0,0,0,0
5979004,2015,0,0,14590.4,583.616,0,0,0,0
5979005,2015,0,0,0,0,0,0,17622,1057.32
5979006,2015,0,0,267.6,10.704,0,0,0,0
5979008,2015,0,0,0,0,87240,5234.4,0,0
5979009,2015,11640,931.2,0,0,0,0,0,0
5979010,2015,0,NA,0,0,0,0,399.6,23.976
5979011,2015,0,0,25126.4,1005.056,0,0,0,0
5979013,2015,2946,235.68,0,0,0,0,0,0
5979015,2015,0,0,0,0,36936,2216.16,0,0
5979016,2015,0,0,196.56,7.8624,0,0,0,0
5979019,2015,8680,694.4,0,0,0,0,0,0
5979020,2015,1260,100.8,0,0,0,0,0,0
5979023,2015,0,0,1793.4,71.736,0,0,0,0
5979024,2015,0,0,26541.9,1061.676,0,0,0,0
5979025,2015,46140,3691.2,0,0,0,0,0,0
5979026,2015,18660,1492.8,0,0,0,0,0,0
5979027,2015,0,0,0,0,0,0,5367.6,322.056
5979028,2015,0,0,0,0,191565,11493.9,0,0
5979029,2015,17496,1399.68,0,0,0,0,0,0
5979030,2015,0,0,67858.56,2714.3424,0,0,0,0
5979032,2015,20640,1651.2,0,0,0,0,0,0
5979034,2015,0,0,0,0,0,0,3434.4,206.064
5979036,2015,0,0,0,0,0,0,280.8,16.848
5979037,2015,0,0,0,0,NA,1834.56,0,0
5979038,2015,15015,1201.2,0,0,0,0,0,0
5979040,2015,0,0,0,0,0,NA,3576,214.56
5979041,2015,5412,432.96,0,0,0,0,0,0
5979044,2015,0,0,0,0,0,0,785.2,47.112
5979046,2015,0,0,0,0,144118.8,8647.128,0,0
5979048,2015,0,0,0,0,13285.8,797.148,0,0
5979049,2015,3888,311.04,0,0,0,0,0,0
5979050,2015,0,0,1204.84,48.1936,0,0,0,0
5979051,2015,0,0,0,0,72600,4356,0,0
5979054,2015,0,0,0,0,0,0,83.2,4.992
5979055,2015,22770,1821.6,0,0,0,0,0,0
5979056,2015,456,36.48,0,0,0,0,0,0
5979057,2015,0,0,12823.2,512.928,0,0,0,0
5979058,2015,0,0,0,0,0,0,4113.2,246.792
5979059,2015,0,0,0,0,63100.8,3786.048,0,0
5979061,2015,9550,764,0,0,0,0,0,0
5979062,2015,0,0,0,0,0,0,898,53.88
5979063,2015,0,0,0,0,20860.8,1251.648,0,0
5979065,2015,0,0,0,0,0,0,1092,65.52
5979066,2015,8964,717.12,0,0,0,0,0,0
5979068,2015,0,0,0,0,0,0,3855.6,231.336
5979070,2015,0,0,0,0,0,0,1243.2,74.592
5979072,2015,0,0,1357.92,54.3168,0,0,0,0
5979073,2015,3972,317.76,0,0,0,0,0,0
5979075,2015,0,0,0,0,191880,11512.8,0,0
5979076,2015,0,0,0,0,31640.4,1898.424,0,0
5979078,2015,0,0,563.04,22.5216,0,0,0,0
5979080,2015,0,0,1946.7,77.868,0,0,0,0
5979081,2015,0,0,0,0,0,0,2886,173.16
5979082,2015,0,0,10177.92,407.1168,0,0,0,0
5979083,2015,0,0,46276.8,1851.072,0,0,0,0
5979084,2015,20640,1651.2,0,0,0,0,0,0
5979085,2015,0,0,9475.84,379.0336,0,0,0,0
5979087,2015,0,0,3537.6,141.504,0,0,0,0
5979088,2015,0,0,0,0,0,0,119,7.14
5979089,2015,0,0,36550,1462,0,0,0,0
5979090,2015,0,0,0,0,0,0,4737.6,284.256
5979091,2015,0,0,0,0,0,0,4000,240
5979093,2015,0,0,0,0,5136,308.16,0,0
5979094,2015,14940,1195.2,0,0,0,0,0,0
5979095,2015,0,0,0,0,0,0,1624.8,97.488
5979096,2015,0,0,38043.6,1521.744,0,0,0,0
5979097,2015,19740,1579.2,0,0,0,0,0,0
5979099,NA,362,28.96,0,0,0,0,0,0
5979100,2015,0,0,0,0,564525,33871.5,0,0
5979101,2015,9680,774.4,0,0,0,0,0,0
5979104,2015,0,0,0,0,0,0,4781.4,286.884
5979105,2015,0,0,2330.64,93.2256,0,0,0,0
5979106,2015,22440,1795.2,0,0,0,0,0,0
5979108,2015,22635,1810.8,0,0,0,0,0,0
5979109,2015,0,0,0,0,58522.5,3511.35,NA,0
5979110,2015,4037,322.96,0,0,0,0,0,0
5979111,2015,50336,4026.88,0,0,0,0,0,0
5979112,2015,0,0,0,0,65797.2,3947.832,0,0
5979113,2015,2404,192.32,0,0,0,0,0,0
5979114,2015,0,0,0,0,50256,3015.36,0,0
5979115,2015,0,0,1881.6,75.264,0,0,0,0
5979116,2015,0,0,0,0,3793.2,227.592,0,0
5979117,2015,0,0,7894.8,315.792,0,0,0,0
5979119,2015,1168,93.44,0,0,0,0,0,0
5979121,2015,0,0,0,0,51840,3110.4,0,0
5979122,2015,0,0,5551.4,222.056,0,0,0,0
5979123,2015,0,0,0,0,27734.4,1664.064,0,0
5979124,2015,4374,349.92,0,0,0,0,0,0
5979125,2015,0,0,0,0,373099.5,22385.97,0,0
5979126,2015,0,0,0,0,0,NA,800.8,48.048
5979127,2015,0,0,0,0,0,0,1893.5,113.61
5979128,2015,7968,637.44,0,0,0,0,0,0
5979129,2015,0,0,9720,388.8,0,0,0,0
5979131,2015,0,0,0,0,0,0,185.6,11.136
5979132,2015,0,NA,0,0,1801.8,108.108,0,0
5979134,2015,0,0,0,0,0,0,3984,239.04
5979135,2015,16698,1335.84,0,0,0,0,0,0
5979136,2015,0,0,0,0,12690,761.4,0,0
5979137,2015,0,0,2490.4,99.616,0,0,0,0
5979138,2015,0,0,33030,1321.2,0,0,0,0
5979139,2015,0,0,49302,1972.08,NA,0,0,0
5979140,2015,0,0,0,0,141371.1,8482.266,0,0
5979141,2015,0,0,4504.32,180.1728,0,0,0,0
5979143,2015,8352,668.16,0,0,0,0,0,0
5979144,2015,0,0,0,0,181545,10892.7,0,0
5979145,2015,0,0,52774.4,2110.976,0,0,0,0
5979146,2015,0,0,0,0,0,0,2074.8,124.488
5979147,2015,0,0,8928,357.12,0,0,0,0
5979148,2015,0,0,0,0,0,0,623,37.38
5979149,2015,4998,399.84,0,0,0,0,0,0
5979150,2015,0,0,1602,64.08,0,0,0,0
5979151,2015,0,0,2031.36,81.2544,0,0,0,0
5979153,2015,0,0,3697.2,147.888,0,0,0,0
5979154,2015,53280,4262.4,0,0,0,0,0,0
5979157,2015,0,0,8003.52,320.1408,0,0,0,0
5979158,2015,552,44.16,0,0,0,0,0,0
5979159,2015,2212,176.96,0,0,0,0,0,0
5979160,2015,11472,917.76,0,0,0,0,0,0
5979161,2015,0,0,0,0,0,0,3806,228.36
5979162,2015,0,0,0,0,0,NA,282,16.92
5979163,2015,0,0,0,0,11088,665.28,0,0
5979164,2015,0,0,1391.04,55.6416,0,0,0,0
5979166,2015,0,0,0,0,50697.9,3041.874,0,0
5979167,2015,0,0,686.08,27.4432,0,0,0,0
5979170,2015,0,0,0,0,392872.5,23572.35,0,0
5979171,2015,0,0,11531.52,461.2608,0,0,0,0
5979173,2015,NA,0,0,0,0,0,774,46.44
5979174,2015,0,0,15039,601.56,0,0,0,0
5979176,2015,0,0,21892.5,875.7,0,0,0,0
5979177,2015,0,0,5163.84,206.5536,0,0,0,0
5979178,2015,0,0,0,0,0,0,476,28.56
5979182,2015,0,0,0,0,0,0,1260,75.6
5979185,2015,0,0,76500,3060,0,0,0,0
5979186,2015,0,0,0,0,0,0,220,13.2
5979187,2015,0,0,0,0,0,0,4654,279.24
5979189,2015,0,0,0,0,0,0,NA,81.144
5979191,2015,1320,105.6,0,0,0,0,0,0
5979192,2015,0,0,2530.56,101.2224,0,0,0,0
5979194,2015,0,0,0,0,0,0,397.6,23.856
5979195,2015,5880,470.4,0,0,0,0,0,0
5979196,2015,0,0,282,11.28,0,0,0,0
5979197,2015,0,0,0,0,0,0,5445,326.7
5979198,2015,0,0,0,0,0,0,4036.5,242.19
5979199,2015,15600,1248,0,0,0,0,0,0
5979200,2015,6258,500.64,0,0,0,0,0,0
5979201,2015,36256,2900.48,0,0,0,0,0,0
5979202,2015,0,0,0,0,0,0,3988.8,239.328
5979205,2015,14504,1160.32,0,0,0,0,0,0
5979206,2015,3396,271.68,0,0,0,0,0,0
5979207,2015,0,NA,0,0,43821,2629.26,0,0
5979208,2015,20050,1604,0,0,0,0,0,0
5979209,2015,0,0,0,0,0,0,1147.2,68.832
5979210,2015,0,0,0,0,1467,88.02,0,0
5979212,2015,0,0,0,0,14337,860.22,0,0
5979213,2015,0,0,11980.8,479.232,0,0,0,0
5979214,2015,0,0,0,0,201787.2,12107.232,0,0
5979215,2015,13944,1115.52,0,0,0,0,0,0
5979216,2015,17784,1422.72,0,0,0,0,0,0
5979217,2015,768,61.44,0,0,0,0,0,0
5979218,2015,0,0,66704,2668.16,0,0,0,0
5979219,2015,27384,2190.72,0,0,0,0,0,0
5979220,NA,0,0,0,0,0,0,226.2,13.572
5979222,2015,0,0,78.6,3.144,0,0,0,0
5979223,2015,1353,108.24,0,0,0,0,0,0
5979224,2015,12834,1026.72,0,0,0,0,0,0
5979226,2015,0,0,150001.2,6000.048,0,0,0,0
5979229,2015,0,0,0,0,18057.6,1083.456,0,0
5979230,2015,0,0,0,0,236610,14196.6,0,0
5979231,2015,0,0,7176,287.04,0,0,0,0
5979233,2015,10980,878.4,0,0,0,0,0,0
5979234,2015,0,0,2557.44,102.2976,0,0,0,0
5979237,2015,0,0,28288,1131.52,0,0,0,0
5979238,2015,0,0,6955.2,278.208,0,0,0,0
5979239,2015,34905,2792.4,0,0,0,0,0,0
5979240,2015,162,12.96,0,0,0,0,0,0
5979242,2015,0,0,0,0,0,0,14742,884.52
5979243,2015,9765,781.2,0,0,0,0,0,0
5979244,2015,0,0,0,0,0,0,11937.6,716.256
5979245,2015,927,74.16,0,0,0,0,0,NA
5979246,2015,2416,193.28,0,0,0,0,0,0
5979247,2015,0,0,0,0,91003.5,5460.21,0,0
5979248,2015,0,0,107577.6,4303.104,0,0,0,0
5979250,2015,0,0,1793.1,71.724,0,0,0,0
5979251,2015,0,0,0,0,0,0,2876.5,172.59
5979252,2015,0,0,0,0,0,0,138.6,8.316
5979253,2015,0,0,0,0,0,0,998.4,59.904
5979254,2015,0,0,3328,133.12,0,0,0,0
5979255,2015,0,0,10512,420.48,0,0,0,0
5979256,2015,0,0,0,0,0,0,1065.6,63.936
5979257,2015,0,0,0,0,0,0,8060,483.6
5979259,2015,2892,231.36,0,0,0,0,0,0
5979260,2015,0,0,0,0,26611.2,1596.672,0,NA
5979261,2015,0,0,27777,1111.08,0,0,0,0
5979262,2015,0,0,0,0,28089.6,1685.376,0,0
5979263,2015,0,0,0,0,0,0,124.2,7.452
5979264,2015,0,0,0,0,20822.4,1249.344,0,0
5979265,2015,0,0,10308.8,412.352,0,0,0,0
5979266,2015,0,0,NA,121.2,0,0,0,0
5979269,2015,2871,229.68,0,0,0,0,0,0
5979270,2015,0,0,7224,288.96,0,0,0,0
5979274,2015,0,0,0,0,0,0,3523.5,211.41
5979275,2015,0,0,2583.36,103.3344,0,0,0,0
5979276,2015,0,0,0,0,18295.2,1097.712,0,0
5979277,2015,0,0,0,0,77490,NA,0,0
5979278,2015,0,0,0,0,0,0,1738.8,104.328
5979279,2015,0,0,0,0,28786.8,1727.208,0,0
5979280,2015,0,0,0,0,88068,5284.08,0,0
5979281,2015,0,0,0,0,26006.4,1560.384,0,0
5979282,2015,0,0,292.32,11.6928,NA,0,0,0
5979283,2015,0,0,0,0,43804.8,2628.288,0,0
5979284,2015,0,0,0,0,7371,442.26,0,0
5979285,2015,5278,422.24,0,0,0,0,0,0
5979286,2015,5160,412.8,0,0,0,0,0,0
5979287,2015,827,66.16,0,0,0,0,0,0
5979288,2015,0,0,0,0,77010,4620.6,0,0
5979289,2015,7896,631.68,0,0,0,0,0,0
5979291,2015,3520,281.6,0,0,0,0,0,0
5979292,2015,0,0,1057.6,42.304,0,0,0,0
5979294,2015,0,0,0,0,12892.5,773.55,0,0
5979295,2015,0,0,0,0,105750,6345,0,0
5979296,2015,0,0,0,0,0,0,2538,152.28
5979297,2015,0,0,0,0,0,0,2635,158.1
5979298,2015,0,0,0,0,0,0,2699.2,161.952
5979299,2015,0,0,0,0,5233.8,314.028,0,0
5979300,2015,0,0,0,0,66679.2,4000.752,0,0
5979301,2015,0,0,2929.28,117.1712,0,0,0,0
5979302,2015,10386,830.88,0,0,0,0,0,0
5979303,2015,0,0,0,0,0,0,4140,248.4
5979305,2015,0,0,0,0,61620,3697.2,0,0
5979306,2015,15288,1223.04,0,0,0,0,0,0
5979307,2015,0,0,552,22.08,0,0,0,0
5979308,2015,16055,1284.4,0,0,0,0,0,0
5979309,2015,0,0,0,0,12474,748.44,0,0
5979310,2015,0,0,0,0,0,0,1239,74.34
5979311,2015,0,0,0,0,0,0,5062.4,303.744
5979312,2015,0,0,5834.4,233.376,0,0,0,0
5979314,2015,3474,277.92,0,0,0,0,0,0
5979316,2015,0,0,0,0,0,0,128,7.68
5979317,2015,0,0,27532.8,1101.312,0,0,0,0
5979318,2015,5704,456.32,0,0,0,0,0,0
